ID,Description,Source,Name,Form_ID,Comment,Doubt
965,corn (2),,965,,"Cf. other terms for corn and corn parts and products. The **MA** term seems
to be a compound of ‘**766**’, q.v., and ‘**757**’, q.v.

It is this older term that is reconstructible from this set. The present **MA**
word for grass is |xąhe|, and the **MA** glottal in the ‘grass’ part of ‘corn’
is unattested in the rest of Siouan.  Though ‘grass’ may not have been
transparent in this compound in **MA**, ‘gourd’ clearly was; whereas nothing
about the compound would have been transparent in **HI** where the ‘gourd’ word
is |kakuwi|.  Thus it seems likely that the word was transmitted from **MA** to
**HI** and thence to **CR**, where a look-alike form seems to involve an
assimilation of initial |k| to the following |x|. The number of different
terms, their phonological irregularities, and the clear similarities to
terms for corn or related cultigens in neighboring languages all tend to
confirm what archeologists already know, namely that maize was introduced
long after the break up of **PSI**.  Note that three of the four corn terms are
based on local, earlier terms for cucurbits, the only other generally
cultivated vegetable at the time.  Curcurbits precede corn in the
archaeological record by hundreds of years. The portion of the **MA** and
Catawban terms that is alike phonologically is the portion that refers to
cucurbits, probably ‘gourd’.  The use of gourds is quite ancient, and the
morphemes may be cognate (although they contain an element of sound
symbolism). Earliest corn in southern Wisconsin is circa A.D. 1000, north and
west of there, later.  There could have been an old compound but it cannot
have referred to corn.  The **CA** forms, if they signal anything at all, would
have had to have developed independently from some more ancient term with a
distinct but related meaning.",
967,"cord, string (2)",,967,psi-8c864e9197a228ebeca0416491fab2aa-1,"**MA** and **BI** agree in reflecting a final syllable |-ra| and nasalization
of the first syllable.  **HI** and **BI** agree in the quality of the initial vowel.

Vowel quality in **MA** has presumably been influenced by ‘**968**’, q.v.",
968,"cord, sinew, vein (1)",,968,psi-cf1c9a84dc8fe553ef23ccecda0919d6-1,"Aspiration in MVS argues for an initial syllable.  However, lack of
affrication in Dakotan suggests either that this vowel was not the |i-|
attested elsewhere or that the |i-| was lost early and sporadically
replaced. Deverbal instrumental nouns normally show |wa+i| rather than |i-|
by itself.  Thus |i-| is almost certain to have been the inalienable
possessive prefix so often found with body parts.  This prefix normally
disappears in MVS except with kinship terms, so the |i-| in the MVS languages
illustrated here (variable in **DA**, **CH** and **WI**) must represent reapplication of
one of the prefixes of this shape.  Late reapplication would account for lack
of the expected affrication in **DA** (where the form should be a non-occurring
|*ičhą́| if the prefix were old). Since even the forms occurring without the
prefix have reflexes of aspiration, the prefix must be reconstructed to **PMV**
and probably **PSI**.  In MVS the prefix was systematically lost and then
selectively reapplied.

The single language here that suggests a **PSI** form without aspiration is **BI**.

Dorsey fairly consistently transcribes the form with the diacritic for
unaspirated |k|.  He even does this when there is an initial syllable
however, so it is impossible to know how much credence to place in his
transcription.  Cf. ‘**967**’, which may have influenced the **BI** form.

The **MA** form |iká| has lost nasalization in the second syllable, providing yet
another example of sporadic nasalization changes in this language.  It is
possible that there has been some blending of the two forms; cf. ‘**967**’.",
969,copulate (3),,969,pmv-3fa532d1ddf03347509bee5ae113679d-1,"Cf. ‘**1001**’.  The form with meaning ‘copulate’ is derived with a
reciprocal prefix.",
970,copulate (2),,970,pmv-623568272e641ad028731102ffba5bf0-1,"Marsh always writes aspiration in **CH**.  Here he writes only “t”,
presumably an allophone of |d|. At an earlier stage the vast majority and
probably all of the **PMV** |*rh| clusters go back to a disyllable, v. ‘**1159**’ and other examples.  The earlier shape of this root is not easily
recovered in this instance.  Cf. also ‘**969**’, ‘**1001**’.",
973,contrastive,,973,psi-e3233d9897870c7ab3915869415fa319-1,"A speculative set. Cf. ‘**871**’  Initial |h-|
is most often lost in **BI**, and most apparent instances are from **PSI** |*ʔ|.",
974,"confused, mistaken, ignorant",,974,pmv-9c5637aa5b5b271f34eca2e4aaed3aa2-1,"Cf. ‘**804**’.  The second consonant of this word is probably
epenthetic, since it has not yet undergone nasalization in DH.",
975,come vertitive,,975,psi-51e811ff4010ca5c05f849a0358742f9-1,"MVS shows no trace of the expected aspiration in the 3rd person
citation form.  **BI**/**OF** seem to lack reflexes of |h| also, but **TU**, **CR**, **HI**, and
**MA** seem to show them.  If **CA** is cognate, it too lacks any reflex of the
consonantism of the corresponding plain verb, |hú•ʔ|.  The DH conjugated
forms can be derived from forms with or without |*h|, since aspirates can
never occur as the second members of clusters. The forms are: **OP** 1Act |ppi|,
2Act |ški|, 3Act |gi|; **KS** 1Act |ppü|, 2Act |škü|, 3Act |gǘ|; **QU** 1Act |ppi|,
2Act |ški|, 3Act |ki|.  First and second person forms would regularly lack
any trace of the |h|, and this may have spread to the third person as well
in DH and possibly throughout MVS.",
976,come,,976,psi-0edba157854b0b3127a4fa61139ec416-1,"**CA** |ʔ| suggests some final consonant if it is not an artifact of
pre-vocalic morpheme boundary.

It has been noted that the |h-| is missing in all the vertitive forms of
this verb in MVS. But cf. comment on ‘**975**’.  Reconstructing |*u•|
with the assumption that |hu•| forms are by analogy with |*hi•| ‘**1157**’ might be tempting except for the fact that all the languages but **OF**
show at least traces of the |h| and even **CA** has |hu•ʔ|.

In DH this verb behaves like a full-fledged H-stem, taking the obstruentized
allomorphs of the actor person-number prefixes.  **OP** 1Act |phi|; 2Act |ši|;
3Act |hí|.  **KS** 1Act |phü|; 2Act |šü|; 3Act |hǘ|.  **QU** 1Act |phi|; 2Act |ši|;
3Act |hí|.

While **CR** and **HI** forms suggest nothing unusual about initial |h|, the
conjugation is part of a special pattern found only in a core group of motion
verbs. **CR**  1Act |boó|; 2Act |dalóo|; 3Act |húu| (GG-49, DEC-32). **HI**: 1Act
|wa•hú•|, 2Act. |rárahu•|, 3p. |ra•huʔa|.  The conjugation is modeled on
regular forms of ‘**775**’  **CR** 1Act |oó| shows assimilation and the rising pitch
pattern of lost intervocalic |h|, cf. ‘**737**’ and other forms.

The |w| which appears in some **TU** forms (imperatives?) may be comparable
to the |w| which appears in the **LA** imperative (B&D para. 135) -- presumably
an epenthetic glide.",
977,comb > ravel out,,977,psi-54ffbebc61330a1dbf69dd5c41aafa87-1,"For these forms to be cognate, we must assume a metathesis in **BI**.

Cf. ‘**978**’",
978,comb,,978,psi-329ad6e5f5d28113e9399ba6a8c88f3a-1,"One source of DH aspiration is partly cleared up here: |*xw| > DH |ph|.

The |k| of a possible **OF** cognate, |ókwa| (DS-327b), is irregular and the form
is doubtfully related.",
979,collective suffix,,979,psi-3c0ada0e41acb3dd8413c6187e691098-1,Cf. ‘**1169**’.  For **OF** |fh| cf. ‘**89**’.,
980,collective (motion verbs),,980,,"The prefix is sometimes lacking in conjugated forms in DH, but is
usually present.  It occurs in 3rd singular and all plural forms of the verb.

The prefix is not found in Sioux Valley (**SV**) **DA** (P**AS**).",
981,cold,,981,psi-9b223fe50679568dab44ebf73878bc15-1,"**CR**/**HI** and **TU** either preserve or innovate an initial syllable vowel.

Note however that they are different.  The **TU** version is the lectio
difficilior as it cannot be explained by assimilation.  If the **TU** vowel is
organic, a **PSI** reconstruction |*sarį́•-he| would be justified.  **OF** |oⁿtcehí|
‘it is cold’ (DS-328a) is most likely non-cognate, though note the
resemblance to **CA**.  The **PCH** |*-he| is to be compared with **BI** |-hi-|, but not
with the |hi/hį| of MVS. Reflexes of **PSI** |-he| are not preserved in MVS
except where they are protected. So the |-hi| in these instances must be
thought of as an MVS innovation.  It may be some sort of partial
reduplication or, at least in **QU**, a separate morpheme, |-hi| ‘very’.",
998,"chest, breast",,998,psi-ee6e43b2139813276ff59401b554ff48-1,"**LA** forms are compounded from |mak-| ‘chest’ and |hu| ‘**1064**’.  **PSI** is
difficult to determine here, since **CR**/**HI** and **BI**/**OF** disagree on the initial
syllable.  **PSI** may be |*awą́•ke|, following **PBO**.  It cannot be |*wawą́•ke|,
even though **BI** and **OF** typically lose initial |*w/*m|, because such a form
would have given |W| rather than |w| in MVS.  Following **CR**/**HI** and the
general pattern for body parts, which are usually dependent nouns, **PSI** could
be |*i-wą́•ke|, in which case **BI** and **OF** have innovated.  However, because
possession is the expected pattern, innovation is easier to motivate in **PCH**
than in **PBO**.  Accent placement in **CR**/**HI** is not accounted for here.",
983,coals (1),,983,psi-d76f788b46d4f6718c048f1916076e75-1,"This root is usually compounded with a root for ‘**837**’ or ‘**109**’, q.v.

**OP** |ną́xðe| (JOD), **KS** |nąxlé| (RR) ‘coals’ are not listed as cognates as
their vowels do not match properly.  This may be due to assimilation into
the productive stem class (in |-E|).  In DH |ną-| is found in numerous terms
referring to wood or boards and is a doublet for |žą|.  In **QU** |táxde| ‘coal’
(JOD) and in **WI**, the ‘**710**’, |ta-| and
|ta•-| respectively, appears to have replaced |ną| ‘wood’.  Dakotan
irregularly has an oral vowel. In **BI** the |į| was apparently replaced by the
|ǫ| of |ǫni| ‘make, do’.  However **BI**, if cognate, may have reflex of a **PSI**
vowel between the two consonants.  If this is the case, a **PSI** reconstruction
|*xerį́| becomes a possibility.  Words with |SR| clusters in Siouan behave
accentually as if there were a vowel between the fricative and resonant, but
that vowel is seldom clear, and several Siouan languages have introduced
epenthetic vowels in the sequence.",
984,clumsy,,984,pma-7c9b044edba09bf4fd822479da526029-1,"We may be dealing with a borrowing here.  Additionally, there is a
widespread DH root |xǫ́| which means ‘break’ that is used with the usual
variety of instrumentals.  It would fit with **MA** |xų| perfectly, but it lacks
any root extension outside of **MA**. Cf. ‘**1046**’.",
985,cloud,,985,psi-112b68dbe2626ef1eaf8e6646119eaae-1,"Comparisons with other MVS languages suggest that DH rounding is
secondary.  Cf. ‘**313**’.",
986,climb,,986,psi-a2c25e1b158d83de353cf193993ff64f-1,"The intrusive |-ho-| of **CH**/**WI** is unexplained.  The final vowels of the
DH reflexes have been regularized to the most common stem formative, |-E|.

**MA** ordinarily moves glottalization over the vowel to its right, so that, in
this instance |*R| may stem from an earlier |*rʔ|, although this cluster is
otherwise unattested and may itself be secondary.",
987,clear,,987,psi-7f77b33c08829b2b95b44bac0c49a799-1,"This form is restricted to the northern group of MVS languages. Without
more cognates it cannot be reconstructed further with any certainty. The **PMV**
reconstruction here would presume an earlier, perhaps **PSI**, term with the
probable shape |*wa-ré•sE|.",
988,clavicle,,988,psi-099928121f685c8676e6e8efb1bc99d0-1,"The **HI** form ends in the word for ‘**1064**’, leaving |wác|.  The **MA**
form is apparently unanalyzable.  **HI** may well have borrowed the term
from **MA** and folk etymologized the end.",
989,"circle, hoop, camp circle",,989,pmv-019a211d0047548415ff663d5e372ba0-1,"This seems to be a primarily MVS term. |*ho-| certainly seems to be the
common element meaning ‘circle’.  It is commonly compounded with ‘**576**’, q.v.",
990,choke,,990,psi-d5842c279de9c96ef524b4b15e3dab93-1,"This root most frequently occurs with the ‘striking’ instrumental.

Metathesis and assimilation |*tk > *kt > ht/tt| in DH is regular.  Most
initial stop clusters in Siouan can be seen to have lost a vowel.  In this
instance the vowel is not preserved in any language.  |t| in this context can
come from virtually any dental stop, or |*r| or a **PSI** syllable beginning with
any of those consonants and any intervening vowel (which would normally
disappear by initial syllable syncope).  It is not clear that the **CR**/**HI** forms
belong.  **CR** suggests an earlier |-xki/E|, not |tki/E|, while **HI** suggests and
earlier |-Cka•|",
991,"chinquapin, lotus, cattail",,991,pmv-ac4fa4753d5f45b63ad8586405578643-1,"There is much irregularity in this set.  Any **PDH** reconstruction depends
on external comparison.  Here it appears that DH and **CH**/**WI** have lost the
initial |w| of the second stem.  **KS**/**OS** and **CH**/**WI** have epenthetic |r| here.

**OP** has apparently done a more complete reanalysis, and much there remains
unexplained. The MVS form seems to be a compound of a common Siouan form
also found in **HI**, **MA**, etc., and a preposed |*hte-|, meaning unknown.  **MA** |ʔ|
suggests involvement of some sort of laryngeal in this root. **HI** aspiration
suggests an earlier |*-pVhV•|, though the **HI**/**CR** disagreement in vowels makes
reconstruction uncertain. The root may well be reconstructible ultimately,
but there are too many imponderables, and there has been too much reanalysis
for us to attempt **PSI** reconstruction at present.  The **CR** form is < {bili}
‘**56**’ + {waapee}.",
992,chin,,992,psi-996e3c1ee1adce6cf3aa3716bfe318b9-1,"A plausible etymology in **DA** might be |i| ‘**557**’ + |khu| ‘below, under’.

|khuyi| is also ‘below’ in **CH** (JDH).  The **MA** etymology is similar, with root
|í•he| ‘**557**’.  This etymological explanation is not available in **CR**/**HI**,
however.",
993,child > youth,,993,psi-493f1a68c76d57a0cea25b1f81f583de-1,"The nasalized DH forms may be contaminated from the diminutive |žįka|.

We cannot account for the **MA** |u|, if the form is cognate.  The **CR**/**HI** forms
appear to be compounded with the term reconstructed ‘**620**’.  **TU** has |s| instead of the expected |č|.  Cf. ‘**994**’.",
994,child > male child,,994,pmv-cb6629d12f027b53b4df38c6ed1c0da2-1,"This term is a compound of reflexes of |*šika| ‘child’ and |*Ró•|
‘**593**’ in the languages where it is represented.  **CH** |čh| is irregular as it
is normally derived from dental stops, in this case |*th| or |*ht|.  It is
most likely a result of borrowing from Dakotan |čhįča| ‘child’.  **BI** initial
|s| shows this word is either subject to fricative ablaut or is a borrowing.

Cf. ‘**996**’; ‘**995**’.  The original root, |*ši|, has apparently
been replaced by |še|, ‘this’ in some DH dialects. The compound seems to
center on DH and may have originated there, spreading to both north and
south into **CH** and **BI**.  There are too many irregularities here to consider
this a **PSI** term.",
995,child > female child,,995,pdh-f8c0bdc1bf76cc2fc8ff03ad32b12f44-1,"Cf. ‘**996**’; ‘**994**’.  This term parallels ‘**994**’ exactly
and may well have been innovated independently several times.  A **PSI**
reconstruction may not be possible, although the pattern is transparently
reconstructible.  Note the same irregular reflex of |*š| in **CH** that is found
in ‘**994**’.",
996,child > boy,,996,pda-55b2f3b85305f6c6c632325a12303dce-1,"**KS** |hóšta| ‘something small’ and a possibly related **WI** form,
|hočįčį́(nįk)| ‘boy’ (KM-1179) suggests that |hoš-| may be segmentable and
that a metathesis has occured in Dakotan.  Cf.  Tunica |ʔɔ´kaší| ‘child+male’
(Haas), a possible diffused form.",
997,chew,,997,psi-dfdd7700d5a0d6a255c8a865a19dc95d-1,"This is a perplexing set.  Superficially it appears to be transparently
**PSI** |*ra-| ‘**556**’ and a verb root |*-thé|.  The usual source of DH |th|
is **PMV** |*rh|, but the regular outcome of |*rh| (itself normally a secondary
cluster) in MVS is Dakotan |h|, **CH**/**WI** |ǰ| and DH |th|.  There is no regular
sound correspondence set with |th| throughout (but cf. ‘**1125**’), and
**PSI**/**PMV** |*th| is virtually one-of-a-kind.  Also, **BI** should have |*daté|;
although this could be either an irregular assimilation or a case of
contamination by |*rute| ‘eat, dip’.  There is still much to explain here.",
999,"chert, flint",,999,psc-b556d7674c31128ec216899382d15147-1,"Cf. ‘**352**’ for related verbal forms.  Cf. ‘**1078**’
for derived forms. The southeastern languages show compounds with |*-ksi•|
for ‘arrowhead(?)’ N.B. **OF** {fh < *hs < *ks}, a series of sound changes
which recurs in other cognate sets. On loss of initial {w-} after
prefixes, compare **CR** and **HI** possessed forms of ‘blanket’, **HI** |ita•ši <
*ita-waši|.",
1000,"cherry, chokecherry",,1000,,"The etymology, or possibly folk etymology, for chokecherry appears to be
‘wood’ + ‘**1084**’.  The MRS forms appear to contain ‘**109**’ and **DA** and
**WI** can be analyzed this way.  The usual DH reflex of this root is |*žą́|,
rather than |ną́|, however LF-114a lists |ną́| |noⁿ| as ‘archaic word for
wood’; it occurs in ‘bark’, ‘board’, ‘charcoal’ and other compounds. **CR**
|-ua| suggests earlier |*-uha|.",
1001,chase,,1001,psi-8dce36dd6d6e6edf5dcd37654d511b91-1,"Cf. ‘**969**’.  **CH** ‘October’ < ‘when the deer mate’; |khiruxe|
‘mate’.  The southeastern and MVS forms are quite close phonetically but do
not quite match for either nasality or accent.  Some sort of historical
relationship other than strict cognacy is nonetheless probable.  Cf. also
‘**503**’.",
1002,"catfish, bullhead",,1002,pmv-894966ed4b50a3a752361a5327622ca0-1,"This set appears to be restricted to the central Mississippi drainage
area and may not have a **PMV** reconstruction at all.  The final vowels do not
match between the DH and **CH**/**WI** subgroups, but this is not uncommon.  Since
|-e| is the productive stem forming vowel, and therefore the most common
analogical development, |*-i| is the lectio difficilior here.  With catfish
so common it is a little strange not to find a more widespread term in use.",
1003,cat,,1003,,"This is a widespread borrowing across North America, and the forms
listed here are probably not cognate.  The fricatives do not match.  For the
**HI** form, at least, compare **HI** |pú•šE| ‘striped, spotted’.",
1004,carry > pack on back,,1004,psi-cd902b596f2c5609331fc919aaed1db0-1,The **MA** form |kihkíʔroʔš| has layered |ki-| prefixes.,
1005,calm,,1005,pmv-124cabc14e93eb0cd146c562168ba5ec-1,"The **WI** correspondence is irregular, but the semantic match is exact.

This root is uncommon in that it appears to show evidence of MVS-internal
derivation of a |*wr| cluster, most likely from earlier |*wa-Ráke|.",
1006,"call, shout",,1006,psi-6c4a444bd2c4998c7d2691e470288a95-1,"The **HI** imperative form shows this to be an old h-final and supports our
claim that {*ahe} becomes {a•} as {*ihe} becomes {ia} and
{*uhe} becomes {ua}.  That **HI** also has the (unrelated ?) verb |pá•he|
‘**332**’, however, indicates that loss of |h| is not an unconditioned process.

**CA** may be related, but a |w/p| correspondence is not yet verified, much less
understood.",
1007,"call to, invite",,1007,psi-c907895f67fd6a6b7c4f7eccd76c3955-1,"**OP** |we’ku| may be < |wa + ki + kho| SW-103.  Cognacy is hard to
determine.  JOD writes the form with upright |k| suggesting the aspirate.  **OS**
likewise may have a post-aspirated stop, as one of the entries has the
unmodified |k|.  There are too many transcription problems here to be certain
what we are dealing with, although the forms seem cognate.  We have analysed
the **CH**/**WI** initial consonant as aberrant, most likely a reflex of an older
prefixed |*ki-| rather than the more common |*hki-|.  **BI** |y| is most likely
an epenthetic glide.  If organic, it would have yielded the usual variety of
consonantal reflexes in other languages.  The final syllable in OVS may be
from either the common suffix |-he| or from |-ha|.  In the former case, the
|-a| in **HI** and **TU** is unexplained; in the latter, **BI** will have reanalysed the
form as |-he|.  **HI** |-há| is probably not from |*-he|, since it has not
collapsed to |-ua|.",
1008,"call someone by name, to name",,1008,psi-f43dda0076cd5f00445e21d756ead1bf-1,"Cf. ‘**552**’, the related noun for a related fuller set.  Several
languages apparently compound (contract?) the noun, q.v., with a verb meaning
variously ‘call by name, speak aloud, read (aloud)’.  This is transparent in
**DA**, with medial inflection.  **CR** shows correct vowel length in the ‘**552**’
portion of the compound where **HI** has shortened the vowel.  Both **CR** and **HI**
inflect this normally, not medially.  Length of the second syllable in **CR**/**HI**
apparently reflects loss of |r-| of the verb.",
1010,cache,,1010,psi-5acb91fd7a71b44066792b1db7509331-1,"The **HI** form, vis-à-vis the **MA**, shows rightward vowel exchange.  In both
languages, the transitive verb ‘to cache’ is formed from the stative (noun)
by way of the causative.  The obvious synchronic analysis suggested by R and
B (‘something buried in’) does not account for the nasalization in **BI** and **MA**
or the {u} attested in **HI** and **MA**.  Rather, an inherited form seems to have
been folk etymologized. **BI** {ma-} is a dissimilation from {*wų}.  The **BI**
initial {m} suggests the prior existence of a preceding protective vowel.

Alternatively, this may be the same root in **BI** as we find in ‘bury, grave’
in which apparently a term for ‘earth’ has been incorporated.  Similarly in
**MA**, we may be dealing with a fused reflex of |mą + oxe > wųxe|.  In any event
this appears to be a nominalization from |xe| ‘dig, bury’.",
1011,buzzard (3),,1011,psi-4c63948d482ee83d1c0a897c2b72f6e8-1,Cf. ‘**1013**’.,
1012,buzzard (2),,1012,psi-7cd1334509b3cb2b7df777be44df959f-1,Cf. ‘**1013**’.,
1013,buzzard (1),,1013,psi-b255fcce855cac0df584fa8cbebd802f-1,"Cf. ‘**1012**’ and ‘**1011**’.  **HI** vis-à-vis MVS suggests a morpheme
|he•| with different suffixes.  In MVS the suffix was presumably the |-ka|
which turns up in so many nominal derivations.  **WI** is interesting in that it
suggests two, possibly related, forms: |he•| beside |he•x|.  The latter seems
to appear with the |-ka| suffix in **PBO**.  **MA** |wį́rąk kahéka| ‘green heron’
(H-292) means literally ‘sun-looking bird’, from the root |he| ‘to see’, and
thus would not belong here.",
1014,buy,,1014,psi-89588c9b57b3fe40aaf3da9a4e20bb9f-1,"This is an important set.  Although marginally attested, it appears to
confirm that **PSI** |*w| remains oral in several languages preceding a nasal
vowel if that vowel was followed by |*h|, cf.  ‘**999**’ and
‘**843**’.  It is the establishment of this conditioning environment that
permits us to analyze **PSI** as a language with distinctive nasality in vowels
but not in consonants.",
1015,buttocks (2),,1015,psi-f65d2983107a7102c0871f33d337a7f6-1,"This form bears a superficial similarity to, and may have mixed with,
‘**161**’, q.v.",
1016,buttocks (1),,1016,psi-8f33e289827487bf6a8b1b5f20a5b11f-1,"In **HI** compare only {-i•ti}.  If **HI** is cognate, the form has been
compounded with |í•pi| ‘tail > bird tail’.  The **MA** final vowel is
unexplained.",
1118,beg,,1118,psi-d492e7c3ed628ba02d65b38a8074540d-1,"The **QU** transcription was done from a noisy tape and may be incorrect.

**QU** |watá| would be expected.  **BI** suggests final |*-he|, if it is cognate.",
1017,butcher,,1017,psi-d95acedeae400179ff2cbd57ff6d6c65-1,"Initial {ha-} in the **HI** form is the ‘**933**’ prefix
and not a reflex of aspiration in the root.  There are not enough data here
to be certain of the status of vowel length in this set.  MVS aspiration
implies a missing initial syllable.",
1018,bury,,1018,psi-2ffef767def673d297f706a378a48f57-1,"In **MA** and **BI** the root has been compounded with ‘**554**’, q.v.  In
fact, it is likely in both cases that the compound has been reanalyzed to a
new root.  Data on vowel length here are, unfortunately, marginal.  We cannot
say that the **PSI** vowel was short and cannot be certain it was long.  The
root, being a monosyllable, should and apparently does, have organic |*-e|,
not the unaccented stem forming |-E|.",
1021,burn (4),,1021,psc-fd3ebcdc175c2c2982f40030ef97f6ef-1,"Final |*ʔ| might be reconstructible on the basis of **HI** and **MA** forms, but
final |ʔ| is not otherwise a feature of **PSI**, and present day **MA** speakers
also know **HI**, so the precise status of |ʔ| is unclear.  **MA** often places a nondistinctive |ʔ| at the end of citation forms ending with a short vowel, and Hollow recorded the form without |ʔ|.  The **CA** form, because of its nasality, fits better with ‘burn (3), prairie fire’.  It
is possible however that at some point both sets were related formally along
with the ‘**710**’ instrumental prefix.",
1022,burn (3),,1022,psi-336d09f3cd7c10053815d4d4af141653-1,"Languages other than **LA** appear to require the heat instrumental.  If
Pre-Dakota also required this instrumental, then the initial |ɣ| may have
been produced by intervocalic voicing. In DH the same root, |ɣü|, appears to
be used with other instrumental prefixes with the generalized meaning
‘crack’.  Both Dakotan dialects and **BI** show alternate forms with nasality,
as **BI** |-ni < *-re| following a nasal vowel. **HI** {šaru} < {*šura} by
rightward vowel exchange; note that **HI** has a different fricative ablaut
grade.",
1023,"burn (2), prairie fire",,1023,psc-3fa80d3a020da3595ba91d4333e75533-1,"**BI** is probably |náǫ < *rą-ʔų| ‘fire + do, make’.",
1024,burn (1),,1024,psi-3734d7e7900b6276c5f8f909e2144e76-1,"It is conceivable that in **PSC** times there was a relationship between
this root and |*aRá•-| ‘**710**’, which became the
corresponding instrumental prefix. In numerous instances |R| seems to be from
|*r| in a consonantal or laryngeal environment, hence the **MA** form is of
interest in this regard.  Cf. ‘**954**’.  The **MA** is a deverbal noun, from a
root like |-ore-|.  The |ʔ| is intrusive in such forms.",
1025,bungle,,1025,psi-059658de71f817eeb4526a3d0c67dea1-1,"|-(a)ži| in **QU** is the negative.  The older meaning, still preserved in
simplex forms, would appear to be ‘drop’.",
1026,"bulrush, cane (plant)",,1026,psc-950c09d9640b2308dc8670ff06d7697c-1,"Here we are in the enviable position of being able to reconstruct a **PSI**
form when the cognate set itself is restricted to one subgroup.  The **CA** term
implies that the **PSI** form must have existed.  The only imponderable is
nasality in the initial syllable.",
1028,"brother-in-law (2) wHuBr, wSiHu",,1028,psi-2556acdd697f9350b992de210a63d62a-1,"**BI** |yíñḳa yíḳi| ‘**673**’s brother’ DS-293b is superficially similar,
but most probably represents a mishearing of |†yį́ka yį́ki| = ‘little
husband’.  Such expressions are widespread in societies with the levirate, a
custom common in other Siouan groups.  Although vowel length is justified
and expected in MVS, the **CR**/**HI** cognates lack it.  As in several other cases,
**MA** has the possessive in |ko-|.  Here, as in ‘**1029**’, inalienable
possessive |*i-| may be **PSI**, or the term may not have been a dependent noun
in the proto-language. The lack of matching for vowel length along with
parallel problems with the man’s equivalent (and the semantics of in-law
terms) makes this a possible scenario.",
1029,"brother-in-law (1) mWiBr, mSiHu",,1029,psi-7801172989fe9393bd8528cf7fc46f5a-1,"Cf. other in-law terms.  Variability in the placement of accent in the
subgroups suggests that this term may not originally have been a dependent
noun and may have been assimilated into the inalienably possessed set of
nouns after **PSI** times.  At this point possessive |*i-| would have tended to
shift accent leftward.  Thus **PSI** may have been either |*i-htá•hą| or simply
|*tahą́•|.",
1030,brother (5) BrYo,,1030,psi-fa0d5cfc819b17ba0e971994e4231a7f-1,"The intrusive |-t-| in **TU**, **BI** and **OF** is one of the relatively few
isoglosses that can be used to define OVS or SE Siouan.  The **OF** term for
‘Saturday’ most likely refers to ‘(Sunday’s) little brother’, clearly the
etymology of the Biloxi term for ‘Saturday’ and a Choctaw calque.  The
possessive, underlying |kih| < |*kik|, provides the syllable final consonant
that explains the |fh| cluster.  Here, as elsewhere in **OF**, |fh| < an older
|*hs|.  OVS |-tk-| in this word has never been explained.  It is not
reconstructed to **PSI** because, as noted above, none of its expected reflexes
appears in languages outside of OVS.  Given the vowel length in **CR**/**HI**, we
would expect to find the same in **CH**/**WI**, but we do not.  We would expect
length here in the second syllable, and -- finding what we expect in **CR**/**HI** --
we reconstruct it to **PSI**.  **MA** |ko-|, probably related to **LA** |-ku| and to **OF**
|-ku|, is used as an apparent possessive with several kin terms.  Its use is
not fully understood at this time.",
1031,brother (4) wBrel,,1031,pmv-99b0a778e0249cc7cc24f7f475e126bb-1,"Cf. ‘**1032**’ for variant with |ą́|.  Since both **BI** and **TU** show the
|ą́| variant of this term, the **OF** term may have collapsed the vowels in the
opposite direction, or may be a borrowing.",
1032,brother (3) wBrel,,1032,psi-0c98a16bd706519135694cf3cc56e7eb-1,"The reconstructible meaning of this term in **PSE** depends on the sex of
Hewitt’s **TU** informant.  If it was a woman, the meaning ‘woman’s elder bro.’
is justified.  Any **PSI** reconstructions must be done by comparing both
variants of the term. (Cf. ‘**1031**’).  The two entries taken together
suggest something like **PSI** |*i-htą́-wRo| or |*i-htį́-wRo|, where |*wRo| is
‘**593**’, q.v.  Support for this analysis comes from the irregular treatment
of |wr| in DH and **CH**/**WI** in just these kin terms and ‘**593**’, suggesting that
the kin terms were transparent compounds at the time ‘**593**’ was reshaped.

The |-htą- ~ -htį-| alternation might arise from an earlier construction of
the form |*i-hta-įwro|, where the second morpheme represents a fused
‘alienable’ prefix and the third morpheme is the actual root for ‘elder
brother’.  The long vowel in **CR**/**HI** can derive from loss of intervocallic
|w|, cf. ‘**1132**’. Thus pre-**HI** |*i-ta-waro|, with normal raising of
short |o| to |u|.",
1051,"break brittle things > smash, crush",,1051,psi-dc04469a89b786cea437c5d8c8abc81a-1,"Gemination of {x} in **HI** is unexplained. **CH** |gixúge| ‘break glass’
(Marsh) shows the same root but lacks the extension; cf. also **CH** |xoɣe|
JOD-CP.  Given that only DH shows vowel length, its status in **PSI** is
unknown.  Ordinarily **HI** and/or **WI** would also preserve reflexes of it.  **CR**
|alaxuuxshií| ‘crush with foot’ (DEC) perhaps represents **PCH** |*xu•xti| and
does not belong here.",
1033,brother (2) mBrel,,1033,psi-578b0367f9095ca57e5c29086236fe25-1,"Paucity of cognates here makes full reconstruction difficult.  This
term may be related to the birth names given male children in MVS.  We have
tentatively reconstructed two distinct terms for ‘man’s elder bro.’, but it
is entirely possible that neither was really a **PSI** kinship term, since both
are only marginally attested in more than one subgroup.  Note that **BI** seems
to preserve one of the terms while **TU** keeps the other.  The **TU** |i•i| may
correspond to the |iʔV| found in the northern languages.",
