pk,jsondata,id,name,description,markup_description,version
1051,{},1051,"break brittle things > smash, crush","Gemination of {x} in **HI** is unexplained. **CH** |gixúge| ‘break glass’
(Marsh) shows the same root but lacks the extension; cf. also **CH** |xoɣe|
JOD-CP.  Given that only DH shows vowel length, its status in **PSI** is
unknown.  Ordinarily **HI** and/or **WI** would also preserve reflexes of it.  **CR**
|alaxuuxshií| ‘crush with foot’ (DEC) perhaps represents **PCH** |*xu•xti| and
does not belong here.",,1
1033,{},1033,brother (2) mBrel,"Paucity of cognates here makes full reconstruction difficult.  This
term may be related to the birth names given male children in MVS.  We have
tentatively reconstructed two distinct terms for ‘man’s elder bro.’, but it
is entirely possible that neither was really a **PSI** kinship term, since both
are only marginally attested in more than one subgroup.  Note that **BI** seems
to preserve one of the terms while **TU** keeps the other.  The **TU** |i•i| may
correspond to the |iʔV| found in the northern languages.",,1
1034,{},1034,brother (1) mBrel,"The **BI** form may not be cognate since, instead of the |n|, we would
expect the medial glide to be |*y|.  In that case this is only a MVS cognate
set, and any **PSI** reconstruction is questionable.  However, if the pre-**BI**
form were |*i-yįni| and |y| were lost between |i|’s, then **BI** could be
regular and cognate after all.",,1
1035,{},1035,breathe,"Cf. ‘**1170**’. **CR**/**HI** initial |i-| may have been added after the model of
‘**1170**’.  MRS and **PWC** differ for length in both this set and ‘**1170**’. **PBO** is
definitive for length in ‘**1170**’; thus we reconstruct length in both sets.

That |h| survives in **WI**/**CH** indicates that it is not from |-he|, a
supposition supported by the fact that **CR**/**HI** have added |-he| after the
|-ha| of ‘**1035**’.  That **CH**/**WI** have oral |ha| and that **LA** has |y| rather
than |n| as a replacement for |h| argue that the second syllable was indeed
oral, not nasal.  Nasalization in Dakotan and DH seems to have spread from
|į|, with the resulting final |ą| subsequently reinterpreted as |ǫ| (‘do’), a
commonly postposed auxiliary particle in verbs.  **BI**/**OF** are opaque beyond the
root |nį|.  **MA** verb forms with final |e| often signal old compounds with
monosyllabic roots, suggesting that the |-he| might be separable.",,1
1036,{},1036,breast (female),"**OS** |moⁿçé| ‘woman’s breast’ (LF-96a) has been influenced by the word for
‘**998**’.  All derivations from ‘breast’ are from |baçé|.  The same
remodeling may have affected **QU**, which shows the reflex of |*w|, not the
expected |*W|, even in derived forms.  Nasalization in **MA** may also show the
influence of ‘**998**’ historically, though ‘chest’ has apparently not survived
into present-day **MA**.  Given the short vowel in **HI** ‘udder’, we believe that
long vowel forms in **CR**/**HI** are possessed (body parts).  However, **WI** also shows
vowel length here, even in compounded forms.  Thus we tentatively reconstruct
a long vowel.  Though **CR**/**HI** sometimes loses initial |w| after possessive
prefixes, the absence of |w| in **LA** and **PBO** is strong evidence
that |w| has been added where it appears.  It is presumably the
de-possessivizing absolutive. The |t| which appears in **PBO** is unaccounted for
unless it, too, is the remnant of an old word for ‘chest’ or ‘breastbone’
(cf. **CA**) or perhaps possessive |*hta|.  Final |i| is supported by **PCH** and
**PBO**.",,1
1037,{},1037,break to small pieces,"Other instances of apparent **PSI** |*pC| clusters often turn out to be
morphemically resolvable into a sequence of |*wa-| and a root beginning in
the pertinent |C|.  That may be the case here, but it is not clear with so
few cognates.",,1
1040,{},1040,break off pieces (3),"**LA** |-špa| larger things; |-špi| smaller things.  **KS** |gašpǘwe| ‘shell
corn’ could be related, but there is an alternate root, |špü| alone, q.v.,
which is found in other DH languages with the same meaning. Thus, rounding
is likely organic here.",,1
1041,{},1041,break off pieces (2),"The **MA** root, if cognate, is irregular; we would expect |*:spe•-|, with
prelengthening from syncope of an earlier vowel.  Loss of the initial |s| is
thus unexplained.  The **TU** form is a reflex of the |s| grade, as |*š| should",,1
1042,{},1042,break off pieces (1),"The **TU** form is a reflex of the |s| grade, as |*š| should become |č| in
**TU**.  **TU** |š/s| do not contrast.  **OF** |ạ| could be the reflex of an ablaut
variant of this root with |a|.",,1
1044,{},1044,break off (2),"Unless the **OP** form cited under |*ksa| ‘cut off’, q.v., can occur
separately from |ðisé|, there are no (other) DH confirmations of a |-sa|
root.  This would mean that **BI** really provides the only evidence for two
separate roots |*kse/*ksa|.  If this is the case, it might be best to look
upon the **BI** case as a language-specific lexicalization of the two vocalic
ablaut grades.",,1
1045,{},1045,break off (1),"If the **LA** forms are cognate here, rather than with ‘**1052**’, then
they have been drawn irregularly into the productive class of ablauting
roots.  Apparent **PSI** |*ks| initial clusters are frequently reconstructible to
pre-**PSI** |*ki-s-| with a reflexive/possessive or vertitive meaning.  It is
not clear that this is possible here, so the cluster is reconstructed.  **BI**
|kso| ‘broken’ (DS-213a), although not cognate with either |kse| or |ksa|,
is related by vocalic sound symbolism.",,1
1046,{},1046,break loose > dislocate,"More than one fricative grade is attested for this root, but |š| is the
only one reconstructible at present.  Normally initial clusters with
apparent **PSI** |*pC| would go back to pre-**PSI** |*wa-C-| (where |*wa-| is an
indefinite transitive object), with |p| developing via initial syllable vowel
syncope.  It is possible that this is the case here also.",,1
1047,{},1047,break long things,"Gemination in **CR** and **HI** is unexplained. **CR** |xš| forms reflect the |x|
grade of the fricative.  **KS** |yüxíɣe| ‘catch someone’ fits phonologically but
is not relatable semantically at present.  This root evidently has forms in
more than one fricative grade, but |š| is the only one reconstructible.",,1
1048,{},1048,break cord > break long things,The **CR** and **HI** forms may go with ‘**1050**’ rather than here.,,1
1050,{},1050,break cord,"The **CR** and **HI** forms may go with ‘**1048**’ rather than here.  **MA**
|rapsak| ‘chew sth.’  (H) shows this root in more than one fricative grade.

DH merges both |*ks| and |*ps| clusters to |s|, so the many DH verbs of
breaking ending in |-se| may be cognate with either or both **PSI** sets. It may
be possible to determine cognacy by semantics alone in these cases.  Here
however DH lacks the root extension, |-ke| that might render some of the
forms clearly cognate.  Ordinarily sets with initial |ps| clusters in **MA**
and/or **LA** are from **PSI** |*wV-sV|, i.e., the |p-| is the reflex of earlier
|wa-| which probably marked an indefinite (transitive) object and has
undergone the usual syncope.  Here, evidence from OVS, which often retains
the |a-| but loses the |*w-|, is lacking.",,1
1056,{},1056,brave (2),"Cf. ‘**655**’; also cf. ‘**337**’ for a parallel to the **CR**/**HI** developments
here.  **MA** has a different fricative grade but retains the |h| apparently also
reflected in **BI** (if the **BI** forms are cognate).  The **CR**/**HI** |-ia| reflects
earlier |*-ihe|, also indicative of an |h|-final root.  Reduplication is the
key to understanding the **CR**/**HI** forms: |*i-cihcih-E > *i-chcia|.  The cluster
|chc| simplifies to |ch| in **HI** and to |hc > hč| before |i| in **CR**.  **CR** |čč|
reflects the preaspiration.",,1
1058,{},1058,brant,"**BI**/**OF** normally lose |*#m-|, so OVS languages all seem to form compounds
with |*wą ~ *awą́•| ‘**1087**’ or ‘nest’.  **TU** shows the compounding most
clearly.  The other common element here seems to be |*asą•| ‘**40**’, q.v.,
or alternatively a phonosymbolic element of the same shape representing a
duck call.  The match between DH and the southeastern languages may simply
represent parallel derivation.  The term may also have spread areally as
there is a Yuchi look-alike, |šaʔane| (LB) as well as a **CA** form.",,1
1059,{},1059,brain (2),"Cf. ‘**1060**’. **HI** and **TU** show forms without |*rą•|.  **CH**/**WI**
unaccented long vowel makes this a transparent compound in that subgroup and,
presumably, in MVS.  Other languages split the roots.  |*rą•| clearly had a
long vowel, since it is preserved even when accent shifts to the second
member of the compound.  **TU** suggests that |*su•| should also be long, but
that length may be secondary, since it is not supported by **HI**.  This may be
an old compound of **PSI** |*rą•| (used with numerous upper body parts) and
|*su•| ‘**652**’.",,1
1060,{},1060,brain (1),"Several of the reconstructible words involving the upper body begin with
the syllable |ną|, cf. ‘**1060**’, ‘**1059**’, ‘**884**’, ‘**883**’, and ‘**738**’.   Where **CR** or **HI** show cognate forms, the initial syllable is |a| and
following (unexplained) preaspiration, not the expected cognate, |ra|.  It is
possible that the syllable is historically a classificatory prefix, and that
the compound structure of these words was still evident in **PCH** when the
(irregular) loss of |r(a)-| affected the initial morpheme.  (Alternatively,
the |r| may be epenthetic between the possessive pronominal prefixes and the
vowel-initial morpheme.)  The medial cluster of **MA** is unexplained.  **CR**/**HI**
long prefixes are possessed forms (body parts); short prefixes are
unpossessed.  Reduction of the regular geminate in **CR** ‘head’ is probably due
to contamination from ‘**682**’.",,1
1061,{},1061,box,"**TU** has the same root but a different extension.  The reconstructible
term with this particular meaning is probably restricted to MVS.  The root
itself is phonosymbolic with the generalized meaning ‘make a hollow sound’,
hence the **OS** and **QU** meanings.  **QU** also has the root alone in |bakkókko|
‘drum repeatedly’.  It recurs in other terms surrounding drumming and,
presumably, in ‘cucurbit, gourd’, etc.  Cf. also ‘**688**’.",,1
1062,{},1062,bow,"Terms with initial |mą-| may contain the root for ‘arrow’, q.v.  All
terms are ultimately borrowed directly or indirectly from Algonquian
languages. The Dakotan term has lost its initial |m-|, perhaps because with
it, the term was interpreted as possessed by a 1st person, one of the
prefixes for which is |mi-|; note the possessed form |mitinazipe| ‘my bow’ in
**DA**.  Cf. Algonquian: PA |*me’tekw-a| ‘wood, an.’; Menominee: |(ne)-mɛɛ’tek|
‘my bow’; Fox: |méytä| ‘**1062**’; Sh.: |mytekw-a ~ meytekwa| ‘**1062**’;
Miami: |mitékopa| ‘**1062**’; Chey.: |ma’tahke| ‘bow, archaic
term’, Kickapoo: |mehteeha| ‘**1062**’ Voorhis-65.  This term is not likely
reconstructible beyond the lowest level subgroups, as the bow does not appear
in the archaeological record for most of the Mississippi valley until after
the 6th century A.D. and may well not have penetrated Siouan-speaking areas
until somewhat later.",,1
1064,{},1064,bone,"This form is composed of |*wa-| ‘**1180**’ and the widespread root
|hú•(-re)| ‘**110**’, q.v.  Typically, the
absolutive prefix |wa-| narrows the meaning to ‘**1064**’. However, as a
comparison of entries will show, there was some semantic mixing.  MVS entries
with |wa-| have all been analogically reformulated, since **PSI** |*wa-| would
normally lose its vowel by initial syllable syncope and undergo an
assimilatory verschärfung, producing something like **PMV** |*p-hú•|, which is
not found.",,1
1065,{},1065,"boil, cook","In **BI** the portion of the words written |-oⁿ| is most likely the verb
‘**905**’.  Lack of nasality in **BI** and **TU** makes it a purely MVS feature,
perhaps the result of compounding with ‘**905**’.  Thus a **PSI** |*oha-ʔų| is a
possibility here. Since **CR** and **HI** do not distinguish nasality in either
vowels or consonants, its status in **PSI** is indeterminate.  The **CR**/**HI** forms
meaning ‘boiling’ have compounded |ua| with ‘**56**’.",,1
1066,{},1066,body,"Cf. ‘**316**’.  **HI** suggests that there was a **PSI** {*xú•ha}
‘**1066**’, reanalyzed to **PMV** {*xu•} + {*ha}, ‘**1066**’ + ‘covering’, through
folk etymology; hence the semantic switch to ‘**316**’, q.v.  The accentual
pattern and vowel length imply a missing initial syllable.  Many body parts
and kin terms must be reconstructed as dependent nouns with the possessive
prefix |*i-|. ‘**1066**’ or ‘**316**’ may well have been inalienably possessed
also, i.e., |*i-xú•ha|.",,1
1067,{},1067,boat,"There are many phonological problems in this set: (1) Nasal vowels in
DH are not accounted for. (2) The |hati| of the SE languages is very
difficult to relate to central Siouan. (3) **QU** nasality is unexpected, since
the reflex of |*W| should be |b| (unlike **OP** where the normal reflex is |m|).

(4) DH generally shows an irregular shift in accent. (5) **HI** preaspiration
(not attested in **CR**) is difficult to account for even from |hati| since |h|
should not have been lost in **CR**. (6) **MA** should have |-E| rather than |-a|.

Although it may be possible to justify a **PSI** reconstruction for ‘**1067**’, we
believe that in reality this word is equally most likely a diffused form,
ultimately an early borrowing or adaptation of a reflex of proto-Algonquian
|*meʔteko:ši| ‘dug-out canoe’ (Aubin-1231).  As in ‘**1062**’, q.v., only
approximately the first two syllables are ever borrowed into Siouan, probably
at a variety of different times and from different Algonquian languages or
dialects.

In this set, what appears as a reflex of |*W| in several languages may stem
either from interaction between |m| and |ʔ|, or from the fact that Algonquian
phonemic |m| was treated differently in Siouan from the native nasalized
|w|’s.  Most Siouan |*W| come from |*w-w| sequences that arise secondarily
due to syncope of a medial vowel.",,1
1068,{},1068,"blue, green","The |-hV| of DH color terms (e.g. ‘**7**’, ‘**40**’, and ‘**6**’) is
not inherited from the proto-language.  It appears to be an intensifier and
may result from vowel assimilation affecting the DH particle |-hi| ‘very’.

**CR** and **HI** {-ua} are regularly cognate with forms in {-oh} in other
languages. **HI** {tóʔhi} is not readily explained.  **HI** {tua} may also
reflect ‘**72**’ q.v. (in the extended sense ‘grass color, ripe’).",,1
1069,{},1069,blow (3),"All three degrees of fricative symbolism are apparently found with this
root, but there is little duplication among the available subgroups.

Reconstruction is tentative.  **KS** |gažį́, gilážį| ‘blow one’s nose’ has the
same root but lacks the root extension.",,1
1070,{},1070,blow (2),"DH |bi-| may reflect unrounding of |*pü-| preaccentually.  This |u| plus
those in **BI**, **OF**, and **MA** leads us to reconstruct **PSI**|*puxą|.  In Dakotan, the
|*pu-| has been reshaped under influence of the (archaic) |po-| ‘by blowing’
prefix.  There is a strong element of phonosymbolism in this set; the
archetype |pu(S)| is common for ‘blow, puff’, etc. worldwide.  There are
several ‘blow’ sets in Siouan that are related by such symbolism. Cf. ‘**818**’.  There is a possibility that this set represents a fused compound of
**PSI** |*puxE| ‘blow’ and |*ʔų́| ‘**905**’.  This is clearly the case for **BI**
|†apúx hǫ́ni| ‘blowgun’.",,1
1071,{},1071,blow (1),The |-xx-| for expected |-x-| in **HI** is unexplained.,,1
1072,{},1072,blood,"This appears to be a noun-verb pair, **PSI** {*ʔí•re} ‘bleed’,
{*wa-ʔí•re} ‘what is bled = blood’.  In the southeastern languages we
seem to have different means of eliminating the vowel cluster; epenthesis of
|ʔ| (perhaps) in **BI**, |h| in **OF**, and |y| in **TU**.  **BI** and **OF** |h-|
correspondences are not entirely regular, but they do appear very frequently.

**BI** |h| is frequently the reflex of **PSI** |*ʔ|; there are numerous examples.  **BI**
|h| plus the glottal stop in **WI** (cf. ‘blanket (1)’) lead us to reconstruct the
glottal stop in **PSI**. The third syllable of **OF** may be reduplication, or the
result of distant assimilation in original {*ahí•ri}.  The **CH** form is
unusual, and not currently explained.  The DH forms appear to exemplify
multiple reapplications of |wa-| ‘**1180**’ to a form that had already
fused such a prefix, i.e., underlyingly DH is |*wa + Wa-ʔį|.  The second of
the two prefixes shows a reflex of |*W|, a product of already juxtaposed
|w+w|, cf. ‘**292**’.  There is a very close Yuchi look-alike |weʔí| ‘**1072**’
(LB).",,1
1073,{},1073,blizzard,"The **WI** forms are nominalizations of an old verb root, one with
{táa-} ‘**710**’, and one with {wa•-} ‘**1180**’.  **WI** |-hi|
and **PCH** |*he| cannot be directly compared:  one or the other language must
have reshaped the inherited form.  Lengthening of |-he| in **HI** is unexplained.

**CR** |hua| is the regular development.",,1
1074,{},1074,blister,"**QU** |-tt-| may be JOD transcription error.  Or there may have been
contamination from |-ttaže| ‘make a crackling or clapping sound’ or an
analogical change based on the conjugated forms which geminate the |t|
postaccentually.  **WI** also shows a different fricative grade in one instance
unless |ruǰas| is a typo.",,1
1076,{},1076,blanket (2),"**PBO** |č < *š|.  **PCH** has added the absolutive |wa-| in unpossessed
forms.",,1
1077,{},1077,"blanket (1), shawl, robe","This is a nominalization of {*ʔį́he} ‘**53**’, q.v. Although **MA**
apparently lacks the verb root, the form given is the perfectly regular
derivation product.  The coexistence of **OP** |waʔį́| and other DH |mį́| suggests
temporally independent derivation with **QU** showing an intermediate stage.  The
relatively recent **OP** form is morphemically transparent and simply means ‘what
you wear’.  The same argument applies to **QU** and **WI** (vs. **CH**).",,1
1078,{},1078,"blade, edged tool","The form is probably a compound whose first element is **PSI** |*wą•he|
‘**999**’, q.v.  In MVS, final |*-he| disappears unless protected by a
suffix (e.g. |*-ka|, cf. ‘**881**’).  The second element may be
**PSI** |*į|, which appears to be attested in some reflexes of ‘**868**’, q.v.  In this case, the |h| of MVS forms has been protected.  On the
other hand, the second element may be equated with **PSI** |*hi| ‘**121**’, with
loss of older |*he| in MVS and rightward spread of nasalization.  The **HI** |ʔi|
strongly indicates a bimorphemic form in that language, though it is not
necessarily the case that the **HI** |-i| is to be directly compared to the |į|
elsewhere.  **LA** and **DA** show a fuller derivation with |įkpa| ‘tip’ (not just
the |į|). **WI**, **OS**, and **QU** form a further derivation with |su| ‘**652**’.",,1
1079,{},1079,black > dark (2),"**HI** preaspiration is unaccounted for.  Perhaps cf. the comments on
|h|-augment at ‘**7**’.",,1
1080,{},1080,black > dark (1),"Both **OF** and the **TU** form collected by Mithun might argue for |*st| in
**PSE**, but **BI** and the earlier **TU** recordings show no trace of the |t|.  While we
do not pretend to understand the mechanisms involved, we believe these
developments are independent in the two languages, so that the similarity
represents convergence.  (Note that **OF** shows a similar intrusive |t| in other
forms, cf. ‘**1030**’, however Mithun’s **TU** form may have been
contaminated from Iroquoian, where words for ‘black’ contain an |st|
cluster.)",,1
1081,{},1081,black (3),"**MA** shows regular metathesis of the cluster.  **HI** |-ia| reflects an
earlier |*ihe|.  **HI** |-ša|, **CR** |-ta| are a similitive suffix.  Note that this
set and ‘**1082**’ are in complementary distribution as to subgroups.",,1
1083,{},1083,black (1),"Cf. ‘**1082**’, ‘**1081**’.  The various forms of ‘black’ are assumed to
derive from four or five proto-forms, related by both fricative symbolism and
vocalic ablaut, with further complication due to contamination and analogy.

Most languages have two distinct reflexes; none has three, unless DH is taken
to be a single language. Forms in OVS suggest that the basic root had an
initial vowel.  Accent in most of the languages also suggests that there was
an initial syllable.  Looking at all four forms together suggests that the
initial vowel was |*i|, centralized to |a| in **TU**.  Evidence from the northern
Siouan languages also suggests that one of the proto-forms may have contained
a consonant cluster.",,1
1119,{},1119,bee (2),"R. Graczyk points out that the **CR**/**HI** forms appear to be compounds of
‘earth’ + ‘bee/wasp’.  Cf. ‘**265**’.  Lack of nasalization in **MA** is
unexplained if it is not due to the influence of ‘**265**’.  The vowels of
OVS and MRS do not agree.",,1
1084,{},1084,bitter,"Interpretation of Riggs’ {p’} as glottalized {pʔ} rather than
aspirated {ph} is an error that has been perpetuated in numerous
subsequent reconstructions.  As far as we can tell {pʔ} is not
substantiated in any other source.  We cannot tell whether **OF** {ala-}
beside **HI** {ara-} represents common descent from **PSI** or convergent but
independent development.  Given the gloss ‘whiskey’, **OF** {alaphá} may well
be from {ani} ‘**56**’ and {aphá} ‘**1084**’, exactly paralleling the **BI**.

The vowel sequence {į+a} would collapse to {a}, and the {n} would
denasalize to {l} upon loss of the nasal vowel, cf. {alúthĕ} ‘drown’
in DS-320b for a possible parallel.  Ofo |l| seems most often to be the
reflex of a |*Cr| cluster however.  Unfortunately, the above analysis is not
available for the **HI** form.  Aspiration and vowel length in this set suggest a
lost initial syllable.",,1
1085,{},1085,"bison, reddish yellow buffalo","The |X| of the Marsh **CH** entry may be a badly handwritten capital |K|, in
which case the second half of the form may be ‘**593**’, q.v.  {toxe} is not
found in the **CH** portion of Marsh’s dictionary MS, so this word may be
restricted to DH alone.  Even within DH this term lacks uniform reflexes.

Ponca and **QU** show reflexes of initial |*R|, while **KS** and **OS** reflect |*r|.

Clearly though, this term refers to a buffalo which is much lighter in color
than most bison are.  What is not clear is whether this is a term for the
rare white buffalo.",,1
1086,{},1086,bison,"Cf. also the well known resemblance with Yuchi |wedi| ‘bovine’; |wadįga|
‘**1086**’; |wedza| ‘hog’ (LB).  Ballard speculates |we-| refers to ‘non-Yuchi
animate’.  Nasal vowel in **MA** is not regular here (but cf.  the
nasal/non-nasal doublets in Yuchi).  **MA** |tkúš| ‘true, real’.  **HI** |ká•ti|
‘true, real’.  Cf. ‘**832**’ for the development of |*pt| in **PMV**.",,1
1087,{},1087,"bird > game bird, turkey","These terms seem to be derived from {*(a)wą•-} ‘large game bird’.

This root is better preserved in various DH compounds, v. ‘**948**’. Cf.

also ‘**899**’.",,1
1088,{},1088,bird (5),"Presumably the MVS |sih| and |zik| stems for ‘bird’ are somehow related.

The medial {-c-} in **PCH** probably reflects a reduplicated form
{*cí•cika}.",,1
1089,{},1089,bird (4),"The **LA** form is not regular: one would expect {*wačhį́čala}. This is a
complex form, with two possible etymologies: {*awą́•re} ‘bird’ +
{*yįkE} ‘small’ or {*wa-} ‘**1180**’ + {*yįkE} ‘small’ The latter
is most likely for MVS because of its oral |wa-|.  **TU** may show the former.

**MA** |suk| = ‘child’.",,1
1090,{},1090,bird (3),"Presumably the MVS |sih| and |zik| stems for ‘bird’ are in some
convoluted way doublets.  |sih-| may in fact be from an earlier |*sik-|.  The
medial {-c-} in **PCH** probably reflects a reduplicated form {*cí•cika}.

**OS** rounding is unaccounted for.  Initial syllable accent suggests a lost
initial syllable.  Although DH {hk} appears superficially to match
{tk} of **LA** |zįtká| etc., such a cluster ought to yield {ht} in DH by
regular metathesis, cf. ‘**896**’, ‘fork’.",,1
1091,{},1091,bird (2),"**OF** {téska} has a variant {tĕ´fka} (the expected form) under the
entry {soᵐ´pka} ‘wing, fin’ DS-329a.  ‘Carolina wren’ in **OF** shows |l| in
place of |t|.  Ordinarily this would be the reflex of an older |Cr| cluster,
so the **BI** initial |k-| may be reconstructible in this set.  Both the **OF** and
**BI** terms also mean ‘flea’, q.v., in which regard, cf. the Dakotan habit of
calling small birds (wrens warblers, etc.) |čhąhéyala| ‘tree fleas’.  Koasati
|tiska-homma| ‘bird-red, cardinal’ (Geoff Kimball) suggests that this is a
diffused term in the Southeast.",,1
1092,{},1092,bird (1),"Cf. ‘**888**’, ‘**1087**’.",,1
1093,{},1093,bile (2),"The noun is formed from ‘**7**’ nominalized with *|wa•-| yielding
‘something yellow’, ‘yellow stuff’, or the like.",,1
1094,{},1094,"bile (1), gall","This term may be a compound of ‘**619**’ and ‘**7**’, q.v.",,1
1095,{},1095,big (2),"Cf. ‘**1148**’.  **WI** |t| is a reflex of |*R|, whereas the other
languages appear to have reflexes of |*t|.  **CH**, **OT**, **OP** are the only true
matches, so this term may represent an innovation that diffused regionally.",,1
1096,{},1096,big (1),"Terms for ‘big’ are separated into two sets, although Wolff erroneously
treated them as allomorphs of a single morpheme. The MVS languages suffixed
|*-ka| in citation forms, i.e., when ‘big’ is a stative verb. Cf. ‘**1149**’ and ‘**1148**’.  **BI** initial |n| is unaccounted for.",,1
1099,{},1099,bewitch,"Sorcery was typically accomplished by projectiles, often described as
‘humming’ during their progress through the air.  Hence, the connection with
‘**1119**’.  The DH form, if cognate, would derive from |*krǫ́ɣe|, a dissimilation
from |*kwų́x|. The opposite dissimilation |> *kwą-|, with vowel unrounding,
appears in **WI**.  In the Dakotan forms, |x| for expected |*k| is unexplained.

For parallel dissimilations, see ‘lie’, ‘**1150**’.",,1
1100,{},1100,between,Cf. ‘**614**’,,1
1114,{},1114,"belt, sash","The **MA** form is interesting, as the vowel between {p} and {r} is
synchronically epenthetic. That this is a recent development is shown by the
fact that the underlying form must have a three-consonant cluster, {hpr},
which is highly exceptional. Thus **MA** appears to have syncopated an earlier
vowel here. This process of syncope can be seen in synchronic verbal
paradigms, where underlying vowels between obstruent and sonorant consonants
are replaced by a harmonized epenthetic vowel. The **KS** and **OS** forms with
{ü} recorded by JOD are not accounted for but are perhaps internal
developments.  The **CH** forms, however, suggest that more complex morphology is
involved in the DH rounding. {i-} probably instrumental; {-hpi-} (or
{ihpi}) relates to the waist (Cf. ‘**619**’); {-ru-} in those languages
where it exists (**CH**, **KS**, **OS**?) ‘**733**’; {-ra-} verb stem
‘gird’. {-ra-} is normally the conjugated portion. The final {-kE} is
the derivational qualifier that frequently marks nominal constructions.",,1
1115,{},1115,belly,"Like most body parts, a dependent noun, hence the initial possessive
{*i-} in **PSI**.  **CH** {ǰéxe} ‘lower stomach’ (JDH) may be related, but just
how is not clear.",,1
1175,{},1175,adverbializer,"We reconstruct length on the basis of **CR** and **HI**. Nasality in **CH**/**WI**
is unexplained.",,1
1101,{},1101,"berry, grape","The variation between final |-e| and |-u ~ -i| in this stem is due to
the fact that ‘berry’ is compounded with |*hu•| ‘**110**’ in DH, **BI** and **OF**, and possibly in **CR**/**HI**.  **OF** gives direct
confirmation, with |-hu| postposed to the stem |iya•f-|.  The **OF** form
presumably paralleled the **BI** |asi|.  The stem formative |-e| is lost when
|-hu| is compounded with the root throughout Siouan; |s > f| regularly in
**OF**; |i-| is a prefix (possessive) ‘its’, leaving the |y| as epenthetic
(between |i| and |a|).  **PSI** |*y| > |čh| regularly in **OF**.  The resultant
construction ‘its berries’ parallels areally prevalent Muskogean ‘berry’
constructions best exemplified by Creek |nak inlókci•| ‘something its
berries’ = ‘berries’.  Initial |h-| is lost frequently in **BI** and **OF**; the **BI**
dictionary contains numerous instances of doublets with and without |h-|.

This explanation has the advantage of accounting for nearly all developments
in terms of a single proto form.  The **CR**/**HI** forms appear to prefix |wa-| to
|*ha•s-|; loss of |#h-| under these circumstances may or may not be regular,
but the postulated development is strengthened by rising pitch in **CR** (|*wahás
> *waás|).  **CR**/**HI** lose inherited aspiration but preserve newly-created
aspirated spirants.  Thus lack of e.g. **HI** |ch| here suggests either that
|*hu| was completely fused to |*has| prior to **PCH** or that the form has been
reshaped under the influence of ‘**740**’, q.v.  **MA** nasalization is not
accounted for; the form |hą́hse| appears to be a compound of |hą́š-| with |se|
‘red’.",,1
1102,{},1102,"bend > limp, be lame","**CR** and **HI** preserve the simplest form of the root.  **BI** has a unique
extension.  This set is also clearly related to |*š(V)kópE| ‘warp, bend’,
q.v., which merely has a distinct root extension.  The status of initial |a-|
is unknown.  It is probably peculiar to **PCH**, as **BI** normally retains initial
syllable vowels.  **CR** |ala-| is the ‘**810**’.",,1
1103,{},1103,"bend > fold, curl","Cf. ‘**1107**’ **QU** |dibešį́| ‘bend something backwards’ shows clearly
the morpheme boundary between |*k-šį-| and |*-že| in common Dhegiha, i.e.,
only part of this **QU** form is cognate.  Cf. |*ši-šE| and **PBO** |*ke(•)či|
‘bend’, which suggest that all of the Siouan terms for ‘bend, crooked’, etc.

with root-initial |kš| probably possessed the **PSI** initial CVC sequence
|*keš-|.  This would account for the accentual pattern in the daughter
languages also.",,1
1104,{},1104,bend > bend back and forth,"The Dakotan forms have been influenced by ‘**731**’, q.v. Cf. ‘**1112**’  Mutual influence of aspirated and unaspirated roots and of
‘bent/hanging’ roots seems to derive from **PMV** times.  **LA** |ko| shows the
unextended root.",,1
1105,{},1105,bend (9),"In Dakotan |psąpsą| and |ktąktą| have very similar meanings, so several
kinds of sound symbolism are at work here.  **MA** |kšį́kše| ‘zig zag lightning’
has the wrong spirant grade and wrong vocalism to be strictly cognate.  **PBO**
|*ke(•)či| ‘bend’ suggests that all of the Siouan terms for ‘bend, crooked’,
etc. with root-initial |kš| probably possessed the **PSI** initial CVC sequence
|*keš-|.  This would account for the accentual pattern in the daughter
languages also.",,1
1106,{},1106,bend (8),"There is not much to go on here.  The **CR**/**HI** geminate suggests a
consonant preceding the |*š|.  That consonant cannot be identified unless it
is the |k| of the |ko-| found in **WI**. **CR**/**HI** also suggest an |h| final root.

Cf. |*SokE| ‘**1110**’.",,1
1107,{},1107,bend (7),**CR** reflects an earlier |*šihšihe|.  Cf. ‘**1113**’,,1
1108,{},1108,bend (6),"**LA**/**DA** |kšáka| ‘bent up, decrepit’ has the wrong vocalism to fit here
unequivocally, although it seems clear that the form is derivationally
related somehow.  **PBO** |*ke(•)či| ‘bend’ suggests that all of the Siouan terms
for ‘bend, crooked’, etc. with root-initial |kš| probably possessed the **PSI**
initial CVC sequence |*keš-|.  This would account for the accentual pattern
in the daughter languages also.",,1
1110,{},1110,bend (4),"**PMV** would presumably have |*s|, but it should have become |z| only post
accentually.  **CR** illustrates a different ablaut grade and in addition has an
unexplained |h| cluster that raises questions about cognacy.  **OF** may be
cognate, but here the meaning is a problem.  If it is cognate, **PSI** may have
had a long vowel.  Outside of MVS this set is not very secure.",,1
