pk,phonetic,comment,original_entry,other_reconstructions
14830,,,"-ca•, pá- ‘break with a stick, poke, jab’ J",
14831,,,"-cá•, ara- ‘trample’ J",
14832,,,"-cá•, ha- ‘cut out of flat material, cut in strips’ J",
14833,,,,
14834,,,,
14835,,,,
14836,,,"-šo, nibǘ- ‘wave in water’ RR (?)",
14837,,,,
14838,,,"šó, mąą- ‘whittle’ KM-2027",
14839,,,"Cf.-šó; mąąšó ‘whittle, break off thin strips’ KM-2976",
14840,,,,
14841,,,,
15191,,,wahúwapa ‘ear of corn’ C,
14842,,,"šo, awá- or awáso ‘cut off a string from, cut a string on anything’ B-99a",
14843,,,awáso ‘pull off one string by tugging upward’ EJ,
14844,,,,
14845,,,θó ‘cut into strips’ JGT92:127,
14846,,,so ‘cut lengthwise’ JOD,
14847,,redup,só ‘cut into strings’ B-458a; redup sóso ‘cut many strings’ EJ,
14848,,,"só, wa- ‘cut a strip or string, as from a hide’ B-550a",
14849,,,"sóso, wa- ‘cut into strips or strings’ B-550a",
14850,,,"só, yu- ‘cut in strings or strips e.g. a hide’ B-650b",
14851,,,"soso, wó- ‘meat cut in strips or strings’ B-608b",
14852,,,,
14853,,,"so, -gi- ‘cut off strips of leather’ KM-398, Lk-48.3",
14854,,,,
14855,,,íso ‘cut in strips’ RR,
14856,,,so ‘cut thong’ RR,
14857,,,,
14858,,,,
14859,†so,,†so “çu” ‘cut or slit a hide’ LF-32b,
14860,,"yü-, -gáwe","-gáwa, bü- (JOD) ‘open sth., cause to spread outfrom pressure’ RR",
14861,,,"-gáwa, yü- (JOD), -gáwe (R) ‘pull open a bundle, box, open sth. up.’ RR",
14862,,,,
14863,,,yukawa ‘open’ Wm-121a,
14864,,,,
14865,,,"kawá ‘open, as a flower’ B-295a",
14866,,,"-káwa, ka- ‘make open by striking, i.e. to strike something off and thus open it partly e.g. a tin can’ B-279b",
14867,,,"-káwa, na- ‘spring open; also, to shrink, as a door and so does not stay closed; to kick open’ B-347b; ‘open, as a flower’ EJ",
14868,,,"-káwa, pa- ‘make a split, split’ B-428a",
14869,,,"-káwa, ya- ‘open or push back anything with the mouth’ B-622a",
14870,,,"-káwa, yu- ‘open e.g. a wound, a sore, or somebody’s mouth; implying effort being made in so opening’ B-641b; ‘e.g. looking into a horse’s mouth’ EJ",
14871,,,,
14872,,,,
14873,,,"-ką́, di- ‘hissing or cutting sound’ RR",
14874,,,"-ką́, wo- ‘punch or shoot off’ B-601b",
14875,,,"-ką́, na- ‘thresh out e.g. corn etc. with the feet by treading’ B-347a",
14876,,,"-ką́, ka- ‘hew, as a log; to adze; to knock off, as fruit from a tree’ B-279b",
14877,,,"-ką́, ka- ‘make marks, notches into something hard’ B-279b",
14878,,,"-ką́, pa- ‘rub off dirt, rub clean e.g. a dirty window’ B-428a",
14879,,,,
14880,,,kąʔ Swadesh/KS,
14881,†kaką́,,"†kaką́ ‘hew (log), adze, knock off (fruit)’ R-255a",
14882,,,"-gą, bá- ‘whittle, cut wood lengthwise’ RR",
14883,,,wégagą ‘sword’ (JOD),
14884,,,,
14885,,,,
14886,,,,
14887,,,"kip, ka- ‘sharpen, trim’ H-109",
14888,,,"kip, ru- ‘shave s.t., hone’ H-109",
14889,,,wakipi ‘shave’ Wm-201,
14890,,,,
14891,,,"kipE, naka- ‘cut off a chunk of meat’ J",
14892,,,"kipE, ná- ‘bite off’ J",
14893,,,"kipE, nú- ‘scrape meat from a bone, cut in strips, whittle’ J",
14894,,,"kipE, pá- ‘straight cutting’ J",
14895,,,,
14896,,,"chípi, dat- ‘carve, whittle, peel, slice, pare’ RG, GG-42",
14897,,,,
14898,,,,
14899,,,"áka ‘cut, slice on something’ JOD",
14900,,,"ká, di- ‘strip off, as leaves’ RR",
14901,,nasalized A,"ká, pa- ‘push down or break down e.g. ribs of an animal’ B-427b",
14902,,,"ka, ipá- ‘draw back, as meat from ribs when cooked, or as husks of corn when ripe’ B-230b; ‘prop up (with a stick)’ EJ",
14903,,,"ká, pa- ‘split or cut a slit in for an arrowhead’ B-427b",
14904,,,"ká, wa- ‘cut or strip, as the feather from a quill; to cut off e.g. the ribs of an animal; to split a quill in the middle’ B-523b",
14905,,,"káhA, wa- (nasalized A) ‘split, as the feather end of a quill’ B-524a",
14906,,,"ká, ya- ‘split with the mouth, as the feather end of a quill’ B-622a",
14907,,,"ká, yu- ‘strip off e.g. the feather part of a quill’ B-641a",
14908,,,"akĕ´ ‘use a knife, (i.e., to cut with it)’ DS-170b (?)",
14909,,,wágaye ‘cut off in strips’ RR,
14910,,,"gá, yu- ‘husk corn, hull nuts’ RR",
14911,,,,
14912,†áka,,†áka “ága” ‘slice meat for drying’ LF-7b,
14913,,,ága-’cut into slices’ JOD1890:590.2,
14914,,,wathą́ RR,
14915,†ąthą,,†ąthą “ôⁿthâⁿ ” ‘pumpkin’ DS:328a,
14916,†ątafhəhi,,†ątafhəhi “oⁿtafhạhi” ‘watermelon’,
14917,†tą,,†tą “taⁿ ” ‘melons’ DS:271-2,
14918,†ątáni,,"†ątáni “aⁿtáni” ‘pumpkin, squash’ DS:271b",
14919,,,wakhą́ RR,
14920,,,,
14921,,,,
14922,,,wakhą́ ~ wathą́ RR,
14923,,,wathą́ ‘Pepo pepo’ RR,
14924,,,wa•dwą́ ‘squash’ RR,
14925,,,,
14926,,,wičąwą́ ‘squash’ KM:3637,
14927,,,,
14928,,,,
14929,,,,
14930,,,ó•kašakoʔš ‘he shouted’ C,
14931,,,"xa•gé, xá•ge RR",
14932,,,ake ‘weep’ KS,
14933,†xá•ka,,†xá•ka “qāąise” ‘cry’,
14934,†xá•ka,,“qaka” ‘weep’ H.,
14935,†áxək-ǫnį́,,†áxək-ǫnį́ “áxạḳoⁿní” ‘be poor’,
14936,†áxək-ǫ-yé,,"†áxək-ǫ-yé “áxạḳoⁿyĕ´” ‘make one poor, treat ill’ DS-219a",
14937,,,ɣáak ‘cry (as child); crow (rooster)’ KM-477,
14938,,,,
14939,,,,
14940,,"buxáge, -ɣa-",xagé ‘cry’ RR,
14941,,"gaxáge, -ɣage","buxáge (JOD), -ɣa- KS (JOD) ‘cry, make by rubbing, weight, etc.’ RR",
14942,,"yaɣáge, -xáge","gaxáge (MR), -ɣage (JOD) ‘cry, cause by striking’ RR",
14943,,"yuɣáge, -xage","nąxáge (MR) ‘cry, cause by kicking or stamping on’ RR",
14944,,,"báɣage (JOD) ‘cry, cause from cutting’ RR",
14945,,,"baɣáge (JOD) ‘cry, cause from pushing’ RR",
14946,,,"bóɣage (JOD) ‘whine, verb or noun, riccochet’ RR",
14947,,,"yaɣáge (JOD), -xáge (R) ‘cry or to make cry by biting’ RR",
14948,,,"yuɣáge (JOD), -xage (MR)’cry, make by holding, squeezing, pinching’. RR",
14949,,,"cá•kE “cá•ki” ‘grieve, mourn’ J",
14950,,,,
14951,,,,
14952,,,,
14953,,,ɣaké ‘cry’ JOD,
14954,,,"ɣáke, di- ‘cry, cause by squeezing’ RR",
14955,,,"xage JOD, ɣagé JOD",
14956,†ɣaké,,†ɣaké “xagé” LF-217a,
14957,,,,
14958,,,,
14959,,,,
14960,,- ablaut,"nasúsuza (- ablaut) ‘snap, as ice forming’ B-357b EJ",
14961,,,yusúsuze ‘noise made when rubbing two pieces of ice together’ EJ,
14962,,,"kašúžA ‘bruise, batter; to mash, crush by striking’ B-292a, EJ",
14963,,,"našúžA ‘bruise or crush with the foot’ B-359b, EJ",
14964,,,"pašúžA ‘crush with the hand; to break or mash by punching’ B-435b, EJ",
14965,,,"yašúžA ‘crush, as a dog does a bone; to mash up’ B-629a, EJ",
14966,,,"pašúšužA ‘mash up, break in pieces e.g. bones’ B-435b, EJ",
14967,,,"wošúžA ‘crush by punching; to crush or mash up’ B-610a, EJ",
14968,,,"yušúžA ‘crush e.g. bones; to break in slivers’ B-653a, EJ",
14969,,,wadáxüže ‘cracklings’ MR/RR,
14970,,,"-cu•xE, ara- ‘break up fine by stepping on’ J",
14971,,,"-cu•xE, ná- ‘grind up fine in mouth, chew up’ J",
14972,,,"-cu•xE, nak- ‘hammer it fine, crush’ J",
14973,,,"-cu•xE, nú- ‘grind up fine, crush’ J",
14974,,,"dáššuši ‘break with mouth’ DEC-25, GG-42",
14975,,,"-sshushi, dá- ‘break with mouth; bring down verbally’ RG",
14976,,,"-sshushi, dú- ‘break’ RG",
14977,,,"-pu•xE, ara- ‘stomp and break in small pieces’ J",
14978,,,"-pu•xE, ná- ‘grind up with mouth’ J",
14979,,,"-pu•xE, nú- ‘crush, break small’ J",
14980,,,,
14981,,,"-puš, ra- ‘chew s.t.’ H-160",
14982,,,,
14983,†brų́xe,,†brų́xe “brúnxe” ‘make a crunching sound’ JGT92:126,
14984,,,dabnábnaɣe ‘crunch food when eating’ RR,
14985,,,"mnuɣA, wayá- ‘grind, as in eating parched corn’ B-564a, EJ",
14986,,,"mnúmnuɣA, ya- ‘crunch, crush, grind, champ, or make noise with the teeth, as in eating’ B-624a; ‘pepper’ EJ",
14987,,,"númnuɣA, yu- ‘make a noise, as in handling corn’ B-644; ‘T o make a noise, as in handling corn or crepe paper’ EJ",
14988,,,"mnúġa ‘crunch, as a horse does in eating corn’ R-318b",
14989,,,"büblǫ́ɣe ‘crunching sound, make by pressure on ice’ JOD",
14990,,,nąblǫ́ɣe ‘crunch something’ JOD,
14991,,,nąblą́ɣe ‘crunch something’ JOD,
14992,,,"nąblǫ́blǫɣe ‘make crunching sounds’ (JOD), ‘kick’ (MR) RR",
14993,,,"yablǫ́ɣe ‘crunch in two, bite in two’ RR",
14994,,,"yablǫ́blǫɣe ‘crunch while eating, as in eating ice’. RR",
14995,,,,
14996,,,,
14997,,,,
14998,,,khá•xe RR,
14999,,,kkáxe ‘crow’ RR,
15000,,,khąɣí ‘crow’ C,
15001,"†kha•xe, †kha•ke",,"†kha•xe or †kha•ke “car ka, kar ka” RR (Journals of Lewis and Clark)",
15002,†ka•xi,,†ka•xi “kāhi” H.,
15003,,,kaaɣí ‘raven’ KM-1738,
15004,,,,
15005,,,kkáɣe ‘crow’ RR,
15006,,,,*ká-
15007,,,,
15008,,,,
15009,†hkáɣe,,†hkáɣe “ḳáxe” ‘crow’ LF-83b,
15010,,,kká•xe ‘crow’ C,
15011,,,,
15012,,,"mą ‘crow’ RR, JOD",
15013,,,mąkdíxtą ‘blackbird’ JOD,
15014,†ą́ška,,†ą́ška “oⁿ´cka” ‘crow’ DS-328a,
15015,†ąčká,,"†ąčká “aⁿtcká, aⁿtcka” ‘crow’ DS-178b",
15016,,,"mąlíxta ‘crow, blackbird’ JOD",
15017,,,,
15018,,,,
15019,†mągðį́xta,,†mągðį́xta “moⁿgthiⁿ´xta” ‘red winged blackbird’ SW-18,
15020,,,,
15021,,,"če, arú- ‘across, crosswise, wide, broad’ LWR-2",
15022,†ručhé,,†ručhé “ruché” ‘cross’ JGT92:125,
15023,,,"tté, di- ‘cross a stream’ RR",
15024,,,"ttétte, ákkidi- ‘criscrossed’ RR",
15025,,,"tté, bi- ‘hands, extended to person addr’ RR",
15026,,,"kaíciopteya ‘crosswise, intersecting’ B-276b",
15027,,,"aluptese ‘go across, as a stream’ (JOD)",
15028,,,"ččé, yu- ‘cross, as a stream’ RR",
15029,,,,
15030,,,,
15031,,,,
15032,,,čhąkáɣa ‘drift log’ B-119a,
15033,,,"wáixa ‘rivulet, tributary; branch of a tree’ KM-3320",
15034,,,,
15035,,,gaxá ‘creek’ RR,
15036,,,,
15037,†kaxá,,†kaxá “gaxá” LF-48a,
15038,,,“nígaxa” SW-24,
15039,,,,
15040,,,gį́xe ‘creak; tree spirit’ JGT92:239,
15041,,,"kízA, ka- ‘make creak by rubbing, as two trees do that rub against each other, or as door hinges that are not well oiled’ B-280b, EJ",
15042,,,"kízA, na- ‘make one’s shoes or so creak’ B-349b, EJ",
15043,,,"kízA, pa- ‘make creak by rubbing’ B-428b; ‘violin’ EJ",
15044,,,"kízA, wa- ‘make a scraping, squeaking noise with a knife or saw’ B-532b, EJ",
15045,,,"kízA, ya- ‘make a grating or creaking noise with the teeth, to gnash’ B-622b, EJ",
15046,,,"kízA, yu- ‘make creak’ B-642a",
15047,,,"gį́š, gi- ‘be squeaky, like shoes’ KM-332",
15048,,,"gį́š, nąą- ‘make crunching or squeaking noise when walking’ KM-2144",
15049,,,,
15050,,,,
15051,†kį́za,,†kį́za “kíŋza” ‘creak’ Wm-41b,
15052,,,,
15053,,,,
15054,,,"hįdúsge ‘crawdad, crayfish’ JDH",
15186,,,"sú, ra- ‘say correctly’ KM-2566",
15055,†mądų́ske,,"†mądų́ske “mandúnske, madúnsge” ‘crawfish’ JGT92:125",
15056,,,"mą́ška, mǫ́ška ‘crayfish’ RR",
15057,,,matúška ‘crayfish’ B-334a,
15058,,,mąthúška ‘crayfish’ EJ,
15059,†ąskí~ąsəkí,,"†ąskí~ąsəkí “aⁿskí, aⁿsŭkí” ‘bivalves’ DS-178a (?)",
15060,,,"waǰųsgé ‘crab, crayfish’ KM-3331",
15061,,,"waruwíwišge ‘crab, crayfish’ KM-3456",
15062,,,,
15063,,,,
15064,†mąthúška,,†mąthúška “matuṡka” ‘crayfish’ Wm-41b,
15065,,,mą́ška ‘crayfish’ RR,
15066,,,,
15067,,,,
15068,†mą́šką,,†mą́šką “moⁿ´shkoⁿ” ‘crayfish’ LF-101b,
15069,,,,
15070,,,mą́ška ‘crayfish’ RR,
15071,,,,
15072,,,,*pétą
15073,,,ppéthą ‘grayish blue crane’ JOD,
15074,,,phehą́ ‘crane’ C,
15075,†phéǰą,,†phéǰą “péchan” ‘crane’ JGT92:125,
15076,†phéǰą,,petaⁿ JOD:1885,
15077,,,peeǰą́ ‘crane (fowl)’ KM-2454,
15078,,,,
15079,†phehą,,†phehą “pehaŋ” ‘crane’ Wm-41a,
15080,,,békhą ‘crane’ RR,
15081,,,ppékhą ‘crane’,
15082,,,,
15083,,,apíca ‘crane’ J,
15084,,,,
15085,,,,
15086,,,"apíta ‘whooping crane, heron’ GG-12, RG",
15087,,,phé•dą ‘a kind of bird’ JDH,
15088,†hpétxą,,†hpétxą JOD:1885,
15089,,,,
15090,,,ppéthą ‘crane’ RR,
15091,,,,
15092,,informant uncertain,hothą́ŋe ‘cranberry’ JDH (informant uncertain),
15093,†hohnąk,,†hohnąk “hohnùñk” ‘cranberries’ H-38,
15094,,,hoočą́ke KM-1435-36,
15095,,,,
15096,,,“pom tonka” ‘cranberry (low bush only)’ Laurie-41,
15097,,,ožį́ga ‘cranberries’,
15098,,,,
15099,,,“potkáŋka ~ potpáŋka”R-425a,
15100,,,,
15101,,,áh ‘be covered’ H-54,
15102,,,"íʔa, íʔahe ‘skin’ H-54",
15103,,,wą́rąʔa ‘bark of tree’ H-54,
15104,,,šáʔhe ‘hoof’ C,
15105,,,ųkáʔhe ‘fingernail’ C,
15106,,,"iha ‘lid, cover’ B-215b",
15107,,,"óha ‘stick to, adhere to, as do feathers or paint’ B-372a",
15108,,,"wírarahe ‘cover, n’ JGT92:124",
15109,,,arágehe ‘cover sth.’ JGT92:124,
15110,,,"iha ‘cover, v.’ Wm-40b",
15111,,,"ó_ha ‘stick to, adhere, as feathers’ R-349b",
15112,,,"áphe ‘cover over, as a lodge with skin’ MR",
15113,,,"ía ‘covered; covert, obscure’ J",
15114,,,,
15115,,,,
15116,,,ttihé ‘roof’ RR,
15117,,,,
15118,,,,
15119,,,,
15120,†atə́ksǫnį,,"†atə́ksǫnį “soⁿni, atŭ´k- (atŭkse’oⁿni)” ‘put a lid on a kettle, etc.’ DS-175",
15121,†atuksǫ́hǫ,,"†atuksǫ́hǫ “soⁿ´hoⁿ, aduk-” ‘(she) covered it up’ DS-175",
15122,,,"šų́, horu- ‘cover, v.tr.; pitch (tent); put canvas over poles of tipi’ KM-1508",
15123,,,,
15124,,,bašǫ́ ‘fold shut’ RR,
15125,,,,
15126,,,iʔaxua ‘hide sth.’ J,
15127,,,aʔaxua ‘hide sth.’ J,
15128,,,"iaxuá ‘hide’ GG-71; cover’ RG,",
15129,,,"aaxuá ‘hide something’ GG-3, DEC-24",
15130,,,,
15131,,,,
15132,,kį lila waką yawapi,"yawá ‘say over, to read; to count; to consider’ kį lila waką yawapi. B-630b",
15133,,,"ráwe, ráwa, rawáwe ‘count’ JGT92:124",
15134,,,gikaráp ‘count’ KM-362,
15135,,,,
15136,,,"yawá ‘count, say over, read’ R-617b",
15137,,,wéyawa ‘counting stick’ RR,
15138,,,,
15139,,,(hki)ruwÉ “(ki)ruwí” ‘count’ J,
15140,,,,
15141,,,,
15142,,,,
15143,,,"čimmí ‘count’ GG-38, DEC-80",
15144,†ðawá,,"†ðawá “thawá” ‘reckon, compute, count’ LF-142a",
15145,,,,
15146,†wáðawá-,,"†wáðawá- “wá¢awábiamá” ‘they counted them, they say’ JOD1890:581:l. 6",
15147,,,,
15148,,,,*hoxp
15149,,,pxíʔš “he sneezed” C,
15150,,,,
15151,,,ho_xpá ‘cough’ C,
15152,,,hóxwe RR,
15153,,,hooxíwi ‘cough’ KM-1460,
15154,,,,
15155,†hoxpa,,†hoxpa “hoḣpa” ‘cough’ Wm-40a,
15156,,,hóxpe ‘cough’ RR,
15157,,,haxphí ‘sneeze’ J (?),
15158,,,,
15159,,,,
15160,,,hóxpe ‘cough’ RR,
15161,†hóxpe,,†hóxpe “húxpe” LF-68b,
15162,,,,
15163,†hóxpe,,†hóxpe “húxpe” ‘cough’ SW-48,
15164,,,,
15165,,,,
15166,,,"wá•xE, wá•x ‘cottonwood’ C",
15167,,,wá•xxoxE ‘poplar’ C,
15168,,,wáɣačhą ‘cottonwood’; waxčhį́ča ‘poplar’ C,
15169,,,,
15170,,,waax ‘cedar’ KM-3227,
15171,,,,
15172,†wáɣačhą,,†wáɣačhą “wáġacaŋ” ‘cottonwood’ Wm-40a,
15173,,,bákʔa ‘cottonwood’ JOD,
15174,,,bá•xʔe RR,
15175,,,,
15176,,,,
15177,,,báxʔa RR,
15178,,,páxʔa JOD,
15179,†pákʔa,,†pákʔa “báḳʔa” ‘cottonwood’ LF-21b,
15180,,,,
15181,,,máʔa ‘cottonwood’ C,
15182,,,,
15183,,,"sú, ya- ‘make right by speaking; to judge, to decree’ B-627b",
15184,,,"sú, yu- ‘make right; to make things ready’ B-650b",
15192,,,"woohą́p ‘ear of corn’ KM-3784, JWE",
15193,,,,
15194,,,wahuwapa ‘corn’ Wm-49b,
15195,,,"hába ‘corn, corn ear’ RR",
15196,,,,
15197,,,,
15198,,,hápa ‘corn’ RR,
15199,,,,
15200,,,wahába ‘ear of corn’ C,
15201,,,wadúje ‘corn ears’ LWR-47,
15202,†watúc,,"†watúc “wadútc” ‘corn’ Huron Smith, MS",
15203,†watúc,,,
15204,,,waǰǘǰe ‘mush’ RR,
15205,,,,
15206,,,,
15207,†wacǘce,,†wacǘce “wadsúdse” ‘corn gruel’ LF-187b,
15208,,,wanį́de ‘mush’ JOD1890:261.5,
15209,†ačé•ki,,"†ačé•ki “atcé̄ki, atcé̄k, itcé̄ki” DS-321b, Ssf",
15210,,,,
15211,†ayé•ki,,"†ayé•ki “yek, yékĭ, ayeki, ayeḳiyaⁿ, ayēk” DS-291b",
15212,†ayé•ki,,(a)yɛ•keʔ Swadesh,
15213,,,wathą́se RR,
15214,†mą•ta•xé•,,†mą•ta•xé• “mātāqē” N:H,
15215,†mątasé-,,†mątasé- “mandazéi” H.,
15216,†tąsi,,†tąsi “taⁿsi” ‘grass’,
15217,,,wakhózi RR,
15218,,,,
15219,†wathą́zi,,"†wathą́zi “watoⁿçi” LF-204b, 205a",
15220,,,wathą́zi RR,
15221,,,wamnáheza R-515b,
15222,,,wičąwás > wičą́ąs KM-3632,
15223,,,,
15224,,,,
15225,,< wagmų́ héza,wagméza < wagmų́ héza,
15226,,,"wagmíza, maɣá ‘corn’, EJ",
15227,,,"aká ‘string, cord’ J",
15228,,,,
15229,,,íka ‘string’ H-86,
15230,,,hįką́rą ‘string’ C (?),
15231,†ąkada,,"†ąkada “añkada, añḳadá, etc.” ‘cord, string, thread’ DS-202a",
15232,,,"kką ‘cord, sinew’ RR",
15233,,,,
15234,,,*i-hką́ RR,*khą́
15235,,,íka ‘string’ H-86,
15236,,,hįką́rą ‘string’ C (?),
15237,,,"khą́ ‘sinew, vein’ C",
15238,,,"ikhą́ ‘cord-like lead for a horse’ EJ, ‘string, rope’ C",
15239,,,"wíkhą ‘cord’ EJ, ‘string, rope’ C",
15240,†wiką,,†wiką “Wee-kau” ‘belt’ Lawson (?),
15241,†įką́,,"†įką́ “iⁿḳáⁿ, iñḳáⁿ, iḳáⁿ, ḳáⁿ” ‘cord, line, muscle, sinew’ DS-202a",
15242,,,"ką́ą ‘cord, vein’ KM-1759",
15243,,,hiką ‘bowstring (?)’ Marino 255,
15244,,,,
15245,,,,
15246,†khą́,,†khą́ “kaŋ” ‘sinew’ Wm-207a,
15247,,,kką ‘sinew’ RR,
15248,,,"ikhą́hį ‘blood vessel’ Marsh, JGT92:228",
15249,†khą́,,"†khą́ “kan” ‘blood vessel, sinew’ JGT92:228",
15250,,,,
15251,,,,
15252,,,"íika ‘support’ RG, GG-77",
15253,†hką́,,†hką́ “ḳoⁿ” LF-88b,
15254,,,,
15255,,,žąkką ‘root’ RR,
15256,†mąde kką,,†mąde kką ‘bowstring’ JOD-13,
15257,,,,
15258,†khíruxe,,†khíruxe “kíruxe” ‘breed’ JGT92:40,
15259,,,khiyúxa ‘copulate as animals’ B-313a,
15260,,,kirúxe ‘mating’ KM-3353,
15261,,,,
15262,,,*khiyúxa “kiyuḣa” ‘copulate’ Wm-39b,
15263,,,,
15264,,,yüxé ‘mate’ RR,
15265,,,,
15266,,,,
15267,†hkiðǘxa,,†hkiðǘxa “ḳithixa” ‘mating of birds’ LF-359,
15268,,,,
15269,†kkiðíxa,,†kkiðíxa “kithixa” ‘mate’ FLF-111,
15270,,,,
15271,†wadúhta,,†wadúhta “watúhta” Marsh.,
15272,,,hú C,
15273,,,hú PAS,
15274,†ǰú•,,†ǰú• “dju” Marino-217,
15275,†ǰú•,,,
15276,,,čhü ‘copulate’ RR,
15277,,,,
15278,,,,
15279,,,,
15280,,,čhi ‘copulate’ JEK,
15281,,,"í•pi ‘cohabit, copulate’ RG, GG-79",
15282,,,,
15283,,,í•pi ‘copulate’ J,
15284,,,úpoʔš ‘he copulates with someone’ H-262,
15285,,,,
15286,,,"dátakoʔš ‘it’s ripe, cooked, done’ C",
15287,,,,
15288,,,"cák, wa- ‘parch, scorch over fire’ KM-3243",
15289,,,,
15290,,,ha- {in} haš ‘but’ J,
15291,,,ha- {and} -á {in} haššá ‘but’ J,
15292,,,,
15293,†ha,placed after the second of two nouns,†ha “ha” ‘or’ placed after the second of two nouns DS-192b,
15294,,his seems to be used only in combinations,-ha {in} ecą́leha ‘but instead’ B-137,
15295,,,"-ha {in} éha ‘instead, on the contrary’ B-139",
15296,,,"-há- {in} ehákaleš ‘just for that, in that case’ B-139",
15297,,,"-há- {in} eháš ‘surely, truly, certainly, indeed, unusually, undoubtedly’",
15298,,,"-ha {in} iyéha ‘instead, rather he (she)’ B-254",
15299,,,-há {in} tukhá ‘but. this seems to be used only in combinations B-501a,
15300,,,-há- {in} tukháš ‘but’ B-501,
15301,,,,
15302,†nų́nį,,†nų́nį “núnyin” ‘mistake’ JGT92:51,
15303,,,nų́nį ‘become lost; go astray (in a religious sense)’ EJ,
15304,,,nųųnį́ ‘ignorant of’ KM-2391,
15305,,,,
15306,,,nuni ‘wander’ Wm-256b,
15307,,,,
15308,,,,
15309,†nǫ́ðį,,†nǫ́ðį “nóⁿthiⁿ” ‘misunderstand’ LF-117a,
15310,,,,
15311,†mąnąðį,,†mąnąðį “moⁿnoⁿthiⁿ” ‘mistake’ SW-121,
15312,,,,
15313,,,"gú W-241b, Marsh",
15314,,,-gú•- RR,
15315,,,kowa KS,
15316,,,,
15317,,,"kuú; 1s bakkú; 2s dáakku RG, GG-5",
15318,,,kú C,
15319,,,kihuwá ‘on his way coming home’ Hw.,
15320,,,,
15321,,,ART,
15322,†ku,,†ku “ḳú nedí” ‘be returning hither’ DS-199a,
15323,,,gúu ‘leave returning’ KM-464,
15324,,,,
15325,,,ku ‘return’ Wm-179a,
15326,,,kú•; 1s wa•khú; 2s rárakhu J,
15327,,,,
15328,,,kuhóʔš ‘he came back’ C,
15329,,,,
15330,,,ki,
15331,†kiú•kna,,"†kiú•kna “kiū´kna, kiu” DS-325b, Ssf",
15332,,,kihoe ‘come here’ Fontaine,
15333,,,gǘ RR,
15334,,,,
15335,,,,
15336,†kü,,†kü “gi” LF-49b,
15337,,,,
15338,,,gí JOD,
15339,,,,
15340,,,hú W-246b,
15341,,,hu•ʔ- FS,
15342,,,,
15343,,,"húu RG, GG-49, DEC-32",
15344,,,ú C,
15345,,,p-hú ‘I am coming; an old word meaning waú’ B-449b,
15346,†yahu•(w)a,,"†yahu•(w)a “yahūa, howa” ‘come’ H.",
15347,†yahu•(w)a,,kihūna ‘he came not’,
15348,†yahu•(w)a,,wihūta ‘I will come’,
15349,†yahu•(w)a,,yahuwá Hw.,
15350,†yahu•(w)a,,húwa JOD,
15351,,,,
15352,,,,*hú-; *hú
15353,,,"hu, u, hu‹, húdi, údi ‘come’ DS-198b",
15354,,,húu ‘start coming’ KM-1601,
15355,,,,
15356,,,u ‘come’ Wm-35b,
15357,,,hú• J,
15358,,,,
15359,,,hú•roʔš ‘he’s coming’ C,
15360,,,,
15361,,,hí ‘come’ RR,
15362,†kiú•kna,,"†kiú•kna, “kiū´kna, kiu” ‘come’ DS-325b, Ssf",
15363,†kihu,,†kihu “kihoe” ‘come here’ Fontaine,
15364,,,ú PAS,
15365,,,hǘ ‘come’ RR,
15366,,,,
15367,,,,
15368,,,hü ‘come’ RR,
15369,,,,
15370,,,hí ‘come’ C,
15371,,,"yusbá ‘ravel out; to pick to pieces, as wool’ R-638a",
15372,,,,
15373,†psudahí {or} †psədahí,,†psudahí or †psədahí “psûdahí” ‘a comb’ DS-248a (?),
15374,,,,
15375,,,"-swá, ka- ‘make lint; to curry’ B-290a",
15376,,,"-swá, na- ‘the word is used to denote what is done when one steps e.g . on a silk dress and it stretches partly, i.e. the thread tears one way’ B-358a (?)",
15377,,,"-swá, na- ‘rip, tear into fringe, to fray’ B-816b",
15378,,,"-swá, ya- ‘pick in pieces with the teeth’ B-627b",
15379,,,"-swá, ya-= yaswáka ‘pick in pieces with the teeth’ EJ",
15380,,,"-swá, yu- ‘ravel out e.g. a stocking, to pick to pieces e.g. wool’ B-650b",
15381,,,"gixwé, graxwé LWR-47",
15382,,,"xwa, gi- ‘comb or brush one’s own hair’. LWR-8",
15383,,,"xwa, gra- ‘comb hair of someone besides oneself’. LWR-8",
15384,,,"xwe, gra- ‘comb hair of one’s own child’. LWR-8",
15385,,,kaphé ‘comb’ JOD,
15386,,,"higixéwek, higixéek ‘comb, v.tr.; comb, n.’ KM-854",
15387,,,,
15388,,,nikkáphe ‘comb’ RR,
15389,,,gaphé ‘comb’ RR,
15390,,,,
15391,,,,
15392,,,,
15393,†mihkáphe,,†mihkáphe “miḳápshe” ‘hairbrush grass’,
15394,,,mikkáhe ‘comb’ JOD,
15395,,,"gahé ‘comb, verb’ JOD1890:591.16",
15396,,,zanį́ ‘all’ RR,
15397,,,,
15398,,,,
15399,,,{-ša} rų́pša ‘twins’ H-192,
15400,,,óza ‘both’’ B-421b,
15401,†núf-ha,,"†núf-ha “nû´fha, nû´fhá” ‘one’ DS-327a",
15402,†nǫsa,,†nǫsa “noñsa” ‘one’ H.,
15403,†-sa,,"†-sa “ĕ´xa” ‘that is all’; “éṭixya” ‘this is all’ DS-218b; “soⁿ´sa, soⁿsá” ‘one’ DS-257b",
15404,†-sa,,,
